OBJECTID,CommunityName,DataYear,ResidentsAge16AndOver,ResidentsEmployed,WagesLessThan5k,Wages5k_10k,Wages10k_20k,Wages20k_50k,WagesGreaterThan50k,EmployedInPrivateSector,PercentInPrivateSector,EmployedInStateGovt,PercentInStateGovt,EmployedFemales,EmployedMales,EmployedAge45Plus,EmployedAge50Plus,EmployedIn1stQtr,EmployedIn2ndQtr,EmployedIn3rdQtr,EmployedIn4thQtr,EmployedInAllQtrs,NewHires,LocalLaborMarketInfoURL,TotalWages,UnemploymentInsuranceClaimants,x,y
4351,Point Lay,2010,134,112,20,17,26,35,14,20,0.1800000072,0,0,47,65,28,21,85,90,99,86,63,59,,2692692,24,-163.0091377,69.74312289
4352,Point Lay,2011,122,107,24,20,21,32,10,20,0.1899999976,0,0,44,63,24,15,76,82,90,80,57,60,,2344530,23,-163.0091377,69.74312289
4353,Point Lay,2012,132,108,25,12,19,33,19,25,0.2300000042,0,0,46,62,28,18,75,81,87,82,55,0,,2865664,27,-163.0091377,69.74312289
4354,Point Lay,2013,140,104,21,9,20,33,21,27,0.2599999905,1,0.009999999776,37,67,26,17,77,86,88,81,58,54,,3088821,13,-163.0091377,69.74312289
4355,Point Lay,2014,121,87,18,14,12,19,24,21,0.2399999946,0,0,40,47,21,13,68,72,70,74,55,38,,2540967,9,-163.0091377,69.74312289
4356,Point Lay,2015,140,110,23,15,16,29,27,28,0.25,1,0.009999999776,52,58,27,17,82,89,89,88,62,53,,3359364,5,-163.0091377,69.74312289
4357,Point MacKenzie,2001,107,40,7,6,8,13,6,36,0.8999999762,2,0.05000000075,14,26,15,10,30,34,34,35,26,16,,945196,14,-150.0108417,61.35518649
4358,Point MacKenzie,2002,104,41,13,3,10,10,5,35,0.8500000238,3,0.0700000003,15,26,17,13,27,35,34,29,22,18,,838509,15,-150.0108417,61.35518649
4359,Point MacKenzie,2003,109,44,14,4,9,12,5,38,0.8600000143,3,0.0700000003,16,28,21,14,27,34,32,34,19,25,,923749,14,-150.0108417,61.35518649
4360,Point MacKenzie,2004,118,50,11,6,14,12,7,44,0.8799999952,1,0.01999999955,21,29,26,18,41,41,41,41,33,20,,1154169,6,-150.0108417,61.35518649
4361,Point MacKenzie,2005,127,52,10,11,11,15,5,45,0.8700000048,1,0.01999999955,23,29,28,21,37,42,43,38,26,25,,1177344,11,-150.0108417,61.35518649
4362,Point MacKenzie,2006,113,41,7,6,6,16,6,35,0.8500000238,0,0,17,24,25,19,33,34,34,31,25,11,,1268909,8,-150.0108417,61.35518649
4363,Point MacKenzie,2007,128,48,7,7,10,15,9,41,0.8500000238,0,0,19,29,22,15,34,41,43,43,32,21,,1612551,10,-150.0108417,61.35518649
4364,Point MacKenzie,2008,138,58,8,8,13,15,14,54,0.9300000072,0,0,22,36,29,20,44,50,52,44,35,25,,2073585,16,-150.0108417,61.35518649
4365,Point MacKenzie,2009,120,51,10,7,8,19,7,47,0.9200000167,0,0,17,34,20,14,38,43,44,36,27,25,,1679470,22,-150.0108417,61.35518649
4366,Point MacKenzie,2010,153,66,10,5,14,20,17,57,0.8600000143,2,0.02999999933,22,44,33,21,46,56,59,56,40,26,,2641143,17,-150.0108417,61.35518649
4367,Point MacKenzie,2011,182,88,14,16,14,25,19,76,0.8600000143,3,0.02999999933,28,60,43,28,57,70,73,70,47,37,,3198923,17,-150.0108417,61.35518649
4368,Point MacKenzie,2012,188,84,13,9,11,28,23,69,0.8199999928,4,0.05000000075,19,65,49,31,59,71,72,71,51,0,,3530805,27,-150.0108417,61.35518649
4369,Point MacKenzie,2013,189,76,17,3,9,24,23,60,0.7900000215,6,0.07999999821,23,53,46,35,53,65,69,60,44,33,,3602619,18,-150.0108417,61.35518649
4370,Point MacKenzie,2014,237,94,19,6,17,23,29,80,0.8500000238,6,0.05999999866,31,63,48,41,66,79,76,77,53,40,,4257169,14,-150.0108417,61.35518649
4371,Point MacKenzie,2015,341,93,20,11,13,21,28,79,0.8500000238,6,0.05999999866,28,65,52,39,64,72,74,71,47,29,,4134845,16,-150.0108417,61.35518649
4372,Port Alexander,2001,64,34,16,11,5,2,0,19,0.5600000024,0,0,19,15,14,7,25,29,21,22,15,23,,258494,7,-134.6469956,56.24923768
4373,Port Alexander,2002,55,31,14,8,4,5,0,12,0.3899999857,1,0.02999999933,17,14,14,8,22,23,23,23,13,16,,277544,9,-134.6469956,56.24923768
4374,Port Alexander,2003,54,31,17,3,6,5,0,14,0.4499999881,0,0,12,19,14,11,22,26,23,19,14,11,,289950,4,-134.6469956,56.24923768
4375,Port Alexander,2004,50,28,15,4,4,5,0,15,0.5400000215,0,0,14,14,12,11,25,20,17,13,10,12,,229341,7,-134.6469956,56.24923768
4376,Port Alexander,2005,56,30,14,3,9,3,1,15,0.5,0,0,17,13,15,12,19,21,22,21,13,18,,314671,7,-134.6469956,56.24923768
4377,Port Alexander,2006,51,25,12,2,6,3,2,10,0.400000006,0,0,13,12,11,10,18,22,16,16,11,10,,342932,5,-134.6469956,56.24923768
4378,Port Alexander,2007,50,23,16,3,1,2,1,9,0.3899999857,0,0,12,11,11,7,11,18,11,16,6,10,,227583,2,-134.6469956,56.24923768
4379,Port Alexander,2008,41,21,13,4,1,2,1,6,0.2899999917,0,0,11,10,11,9,12,13,11,12,5,9,,182006,1,-134.6469956,56.24923768
4380,Port Alexander,2009,48,25,15,4,2,2,2,12,0.4799999893,0,0,10,15,13,9,17,16,15,16,10,12,,282735,3,-134.6469956,56.24923768
4381,Port Alexander,2010,40,19,10,3,3,3,0,11,0.5799999833,0,0,8,11,7,5,15,14,14,13,9,4,,175374,3,-134.6469956,56.24923768
4382,Port Alexander,2011,41,19,10,2,3,3,1,6,0.3199999928,0,0,8,11,8,6,16,17,14,13,10,4,,238900,3,-134.6469956,56.24923768
4383,Port Alexander,2012,40,25,12,3,1,7,2,9,0.3600000143,0,0,11,14,8,6,18,20,16,21,12,0,,379268,5,-134.6469956,56.24923768
4384,Port Alexander,2013,41,21,12,1,1,6,1,9,0.4300000072,1,0.05000000075,7,14,8,5,14,19,17,16,10,6,,361932,3,-134.6469956,56.24923768
4385,Port Alexander,2014,37,18,11,1,3,3,0,7,0.3899999857,0,0,6,12,9,6,13,13,10,16,9,7,,193734,2,-134.6469956,56.24923768
4386,Port Alexander,2015,42,26,15,1,5,3,2,10,0.3799999952,0,0,11,15,10,8,17,18,16,15,5,9,,345427,3,-134.6469956,56.24923768
4387,Port Alsworth,2001,77,28,13,7,2,5,1,23,0.8199999928,0,0,11,17,8,6,16,15,18,17,8,9,,323075,8,-154.3280837,60.19602229
4388,Port Alsworth,2002,79,33,12,10,4,7,0,21,0.6399999857,1,0.02999999933,15,18,12,9,15,20,22,21,6,19,,371091,6,-154.3280837,60.19602229
4389,Port Alsworth,2003,79,33,13,5,5,9,1,19,0.5799999833,4,0.1199999973,15,18,10,8,16,22,24,22,10,19,,503033,4,-154.3280837,60.19602229
4390,Port Alsworth,2004,86,33,13,6,3,8,3,20,0.6100000143,3,0.09000000358,13,20,12,12,22,26,21,19,12,8,,553932,3,-154.3280837,60.19602229
4391,Port Alsworth,2005,83,35,13,6,6,7,3,21,0.6000000238,2,0.05999999866,15,20,13,9,23,26,25,26,15,13,,567436,2,-154.3280837,60.19602229
4392,Port Alsworth,2006,84,35,15,4,8,5,3,22,0.6299999952,2,0.05999999866,16,19,14,9,21,28,21,24,13,11,,542445,1,-154.3280837,60.19602229
4393,Port Alsworth,2007,82,33,14,0,7,8,4,22,0.6700000167,1,0.02999999933,13,20,14,10,21,23,23,29,14,16,,634905,8,-154.3280837,60.19602229
4394,Port Alsworth,2008,86,38,14,3,8,7,6,17,0.4499999881,2,0.05000000075,20,18,14,9,28,31,25,28,19,12,,757263,4,-154.3280837,60.19602229
4395,Port Alsworth,2009,80,32,13,3,5,6,5,20,0.6299999952,0,0,13,19,12,11,24,20,17,21,12,9,,645880,7,-154.3280837,60.19602229
4396,Port Alsworth,2010,95,33,10,5,6,6,6,22,0.6700000167,0,0,11,22,12,10,23,25,25,26,17,14,,722248,9,-154.3280837,60.19602229
4397,Port Alsworth,2011,95,43,8,9,6,11,9,28,0.6499999762,0,0,20,23,12,11,33,39,35,35,27,12,,1115392,7,-154.3280837,60.19602229
4398,Port Alsworth,2012,105,55,11,6,12,15,11,37,0.6700000167,0,0,23,32,13,12,36,47,48,48,31,0,,1444577,5,-154.3280837,60.19602229
4399,Port Alsworth,2013,102,55,11,7,8,15,14,34,0.6200000048,2,0.03999999911,25,30,12,11,45,49,45,47,38,13,,1594776,6,-154.3280837,60.19602229
4400,Port Alsworth,2014,112,69,17,7,13,18,14,47,0.6800000072,4,0.05999999866,34,35,16,13,52,62,53,54,40,25,,1965309,2,-154.3280837,60.19602229
4401,Port Alsworth,2015,131,81,19,15,12,21,14,59,0.7300000191,1,0.009999999776,35,46,21,17,52,71,68,61,39,31,,2118186,2,-154.3280837,60.19602229
4402,Port Graham,2001,138,96,36,14,13,29,4,85,0.8899999857,1,0.009999999776,45,51,31,18,59,76,87,67,50,62,,1510751,35,-151.8317244,59.35156193
4403,Port Graham,2002,140,101,39,10,24,23,5,59,0.5799999833,0,0,43,58,34,20,69,86,92,80,55,65,,1514706,30,-151.8317244,59.35156193
4404,Port Graham,2003,126,94,28,11,27,23,5,54,0.5699999928,0,0,44,50,34,18,75,82,79,76,63,60,,1511799,26,-151.8317244,59.35156193
4405,Port Graham,2004,116,86,26,9,16,28,7,50,0.5799999833,0,0,36,50,36,18,63,72,77,70,54,50,,1649258,19,-151.8317244,59.35156193
4406,Port Graham,2005,102,78,20,17,13,22,6,44,0.5600000024,0,0,35,43,34,21,59,61,68,60,45,39,,1365573,18,-151.8317244,59.35156193
4407,Port Graham,2006,110,80,29,16,13,19,3,44,0.5500000119,0,0,36,44,33,20,62,65,68,59,42,31,,1222481,29,-151.8317244,59.35156193
4408,Port Graham,2007,115,84,30,11,14,20,9,49,0.5799999833,0,0,37,47,35,21,59,65,71,62,45,37,,1493825,25,-151.8317244,59.35156193
4409,Port Graham,2008,112,75,31,7,9,23,5,40,0.5299999714,0,0,31,44,34,23,55,54,62,52,40,35,,1335458,23,-151.8317244,59.35156193
4410,Port Graham,2009,113,75,33,9,9,18,6,30,0.400000006,0,0,30,45,29,22,53,62,49,52,35,22,,1290459,19,-151.8317244,59.35156193
4411,Port Graham,2010,118,70,22,13,8,21,6,38,0.5400000215,0,0,29,41,26,19,51,50,56,59,39,36,,1375393,17,-151.8317244,59.35156193
4412,Port Graham,2011,111,76,26,15,12,13,10,43,0.5699999928,0,0,37,39,31,22,50,53,57,61,37,37,,1341932,19,-151.8317244,59.35156193
4413,Port Graham,2012,107,76,30,7,13,21,5,42,0.5500000119,0,0,35,41,32,24,59,61,58,51,39,0,,1314130,17,-151.8317244,59.35156193
4414,Port Graham,2013,96,66,18,11,14,15,8,36,0.5500000119,0,0,28,38,29,21,46,50,51,53,32,26,,1315751,13,-151.8317244,59.35156193
4415,Port Graham,2014,105,67,12,8,16,22,9,31,0.4600000083,0,0,27,40,29,22,54,59,61,50,45,25,,1672954,12,-151.8317244,59.35156193
4416,Port Graham,2015,112,75,22,7,15,20,11,39,0.5199999809,2,0.02999999933,35,40,32,26,56,65,65,58,45,33,,1873702,10,-151.8317244,59.35156193
4417,Port Heiden,2001,81,62,21,13,15,10,3,27,0.4399999976,0,0,26,36,21,14,47,48,49,52,33,36,,860119,17,-158.6190156,56.93007699
4418,Port Heiden,2002,76,64,23,14,10,14,3,19,0.3000000119,1,0.01999999955,27,37,18,12,49,52,49,46,33,35,,994258,16,-158.6190156,56.93007699
4419,Port Heiden,2003,62,49,16,8,6,14,5,17,0.349999994,0,0,22,27,19,14,40,39,41,41,29,32,,872908,10,-158.6190156,56.93007699
4420,Port Heiden,2004,69,58,18,11,11,12,6,19,0.3300000131,0,0,30,28,21,14,44,49,43,42,32,27,,969875,10,-158.6190156,56.93007699
4421,Port Heiden,2005,70,55,16,7,14,16,2,24,0.4399999976,0,0,27,28,20,15,45,44,43,42,27,31,,915456,15,-158.6190156,56.93007699
4422,Port Heiden,2006,62,48,12,8,12,11,5,13,0.2700000107,0,0,25,23,16,9,37,44,38,33,23,24,,884961,11,-158.6190156,56.93007699
4423,Port Heiden,2007,66,53,8,11,13,15,6,18,0.3400000036,0,0,26,27,22,12,42,50,44,38,30,28,,1095057,7,-158.6190156,56.93007699
4424,Port Heiden,2008,65,53,12,4,13,17,7,15,0.2800000012,0,0,27,26,21,13,35,48,46,44,28,24,,1231890,14,-158.6190156,56.93007699
4425,Port Heiden,2009,63,48,8,6,9,15,10,22,0.4600000083,0,0,23,25,19,10,40,45,37,40,30,30,,1353892,14,-158.6190156,56.93007699
4426,Port Heiden,2010,67,53,11,5,4,26,7,11,0.2099999934,0,0,26,27,19,12,42,42,47,46,28,25,,1512389,15,-158.6190156,56.93007699
4427,Port Heiden,2011,64,54,8,5,6,18,17,16,0.3000000119,0,0,29,25,20,14,41,51,47,46,34,36,,1890177,18,-158.6190156,56.93007699
4428,Port Heiden,2012,79,68,10,5,12,18,23,28,0.4099999964,0,0,33,35,26,18,49,63,60,57,37,0,,2400767,24,-158.6190156,56.93007699
4429,Port Heiden,2013,78,66,9,3,14,27,13,35,0.5299999714,0,0,30,36,27,20,46,57,57,58,38,35,,2258926,25,-158.6190156,56.93007699
4430,Port Heiden,2014,77,68,14,13,11,15,15,21,0.3100000024,0,0,33,35,24,18,48,57,54,55,38,28,,1812911,26,-158.6190156,56.93007699
4431,Port Heiden,2015,77,64,9,7,10,21,17,18,0.2800000012,0,0,33,31,19,14,52,55,54,52,39,33,,2097025,22,-158.6190156,56.93007699
4432,Port Lions,2001,190,104,24,12,26,37,5,77,0.7400000095,1,0.009999999776,46,58,39,19,81,89,83,94,68,63,,1965168,29,-152.8834419,57.86662239
4433,Port Lions,2002,182,94,27,13,25,23,6,56,0.6000000238,3,0.02999999933,41,53,38,19,74,78,84,77,62,40,,1602331,32,-152.8834419,57.86662239
4434,Port Lions,2003,182,99,30,11,29,24,5,57,0.5799999833,4,0.03999999911,43,56,41,23,76,80,86,80,61,49,,1614896,29,-152.8834419,57.86662239
4435,Port Lions,2004,193,103,29,11,28,29,6,55,0.5299999714,2,0.01999999955,49,54,43,30,87,91,83,86,67,47,,1755539,34,-152.8834419,57.86662239
4436,Port Lions,2005,179,96,25,16,19,26,10,52,0.5400000215,1,0.009999999776,47,49,39,32,68,77,86,77,56,42,,1912552,20,-152.8834419,57.86662239
4437,Port Lions,2006,169,91,19,9,25,30,8,42,0.4600000083,0,0,44,47,39,33,78,77,76,72,59,42,,1967774,13,-152.8834419,57.86662239
4438,Port Lions,2007,159,84,25,5,20,25,9,39,0.4600000083,0,0,42,42,38,35,60,65,73,67,51,34,,1681526,14,-152.8834419,57.86662239
4439,Port Lions,2008,159,84,23,10,20,19,12,45,0.5400000215,0,0,42,42,38,33,62,72,74,71,52,33,,1755910,15,-152.8834419,57.86662239
4440,Port Lions,2009,166,92,18,21,22,21,10,51,0.5500000119,0,0,42,50,41,32,70,83,80,79,60,46,,1900134,16,-152.8834419,57.86662239
4441,Port Lions,2010,161,87,21,13,23,24,6,41,0.4699999988,0,0,40,47,43,30,76,74,70,72,57,33,,1690330,26,-152.8834419,57.86662239
4442,Port Lions,2011,164,79,21,10,15,26,7,39,0.4900000095,0,0,41,38,42,30,61,66,67,63,50,23,,1642316,17,-152.8834419,57.86662239
4443,Port Lions,2012,166,82,18,10,19,26,9,46,0.5600000024,0,0,42,40,43,28,62,71,68,69,52,0,,1867640,12,-152.8834419,57.86662239
4444,Port Lions,2013,157,79,17,7,18,28,9,34,0.4300000072,0,0,38,41,42,31,54,63,69,60,44,32,,1872652,13,-152.8834419,57.86662239
4445,Port Lions,2014,148,65,10,8,17,22,8,24,0.3700000048,0,0,30,35,35,28,57,56,52,60,45,16,,1757281,10,-152.8834419,57.86662239
4446,Port Lions,2015,147,70,15,11,17,21,6,23,0.3300000131,0,0,31,39,42,34,50,59,58,57,44,22,,1528793,7,-152.8834419,57.86662239
4447,Port Protection,2001,50,17,8,3,4,2,0,13,0.7599999905,0,0,8,9,7,5,8,12,12,10,6,10,,191332,6,-133.6072167,56.32235107
4448,Port Protection,2002,42,23,14,2,5,0,2,16,0.6999999881,0,0,10,13,10,6,10,17,17,14,8,11,,215001,4,-133.6072167,56.32235107
4449,Port Protection,2003,47,29,12,6,8,3,0,23,0.7900000215,0,0,13,16,14,8,22,26,22,15,12,19,,276614,8,-133.6072167,56.32235107
4450,Port Protection,2004,38,22,13,3,5,1,0,16,0.7300000191,0,0,9,13,11,6,14,16,10,17,7,12,,155659,9,-133.6072167,56.32235107
4451,Port Protection,2005,47,22,12,4,3,2,1,18,0.8199999928,0,0,9,13,13,8,17,18,13,12,9,6,,232730,6,-133.6072167,56.32235107
4452,Port Protection,2006,49,22,13,3,4,2,0,13,0.5899999738,0,0,12,10,13,10,10,17,8,17,6,7,,174900,7,-133.6072167,56.32235107
4453,Port Protection,2007,48,17,12,1,2,1,1,13,0.7599999905,0,0,11,6,9,6,10,13,8,11,5,7,,128298,4,-133.6072167,56.32235107
4454,Port Protection,2008,54,26,18,3,2,2,1,19,0.7300000191,0,0,14,12,11,9,17,19,13,18,8,15,,163986,3,-133.6072167,56.32235107
4455,Port Protection,2009,61,24,16,3,2,3,0,19,0.7900000215,0,0,13,11,12,10,13,12,15,14,5,11,,152695,5,-133.6072167,56.32235107
4456,Port Protection,2010,51,16,10,4,1,1,0,12,0.75,0,0,8,8,6,4,12,9,10,11,6,9,,90120,6,-133.6072167,56.32235107
4457,Port Protection,2011,53,22,12,6,2,2,0,19,0.8600000143,0,0,10,12,10,7,14,14,12,13,7,16,,137541,4,-133.6072167,56.32235107
4458,Port Protection,2012,44,17,11,5,1,0,0,13,0.7599999905,0,0,10,7,10,9,11,11,10,12,4,0,,70783,4,-133.6072167,56.32235107
4459,Port Protection,2013,54,24,14,4,2,2,2,20,0.8299999833,0,0,12,12,13,9,17,15,18,20,12,12,,228403,7,-133.6072167,56.32235107
4460,Port Protection,2014,52,22,10,5,2,3,2,17,0.7699999809,0,0,10,12,14,10,14,17,13,17,8,10,,277324,2,-133.6072167,56.32235107
4461,Port Protection,2015,51,22,8,3,7,2,2,16,0.7300000191,0,0,10,12,14,12,17,17,14,16,11,11,,301085,2,-133.6072167,56.32235107
4462,Portage Creek,2001,9,8,4,0,2,1,1,6,0.75,0,0,5,3,1,1,7,8,6,6,6,4,,146742,0,-157.7198137,58.90519103
4463,Portage Creek,2002,10,9,3,0,2,3,1,4,0.4399999976,0,0,5,4,1,1,6,6,8,8,5,4,,195983,1,-157.7198137,58.90519103
4464,Portage Creek,2003,13,10,3,0,4,2,1,4,0.400000006,0,0,5,5,1,1,7,8,9,7,6,3,,203186,1,-157.7198137,58.90519103
4465,Portage Creek,2004,13,11,5,1,2,1,2,3,0.2700000107,0,0,6,5,1,1,9,9,7,8,5,3,,194678,3,-157.7198137,58.90519103
4466,Portage Creek,2005,11,9,3,2,1,3,0,2,0.2199999988,0,0,5,4,1,1,8,7,6,7,4,2,,152795,1,-157.7198137,58.90519103
4467,Primrose,2001,77,46,5,9,10,16,6,31,0.6700000167,5,0.1099999994,23,23,22,13,35,44,43,37,31,20,,1124109,10,-149.3525898,60.35763118
4468,Primrose,2002,75,39,6,4,8,17,4,28,0.7200000286,3,0.07999999821,21,18,21,11,28,35,33,34,25,16,,961950,13,-149.3525898,60.35763118
4469,Primrose,2003,69,42,9,4,8,16,5,30,0.7099999785,4,0.1000000015,23,19,23,12,28,39,37,36,25,15,,968126,10,-149.3525898,60.35763118
4470,Primrose,2004,76,46,8,5,9,16,8,30,0.6499999762,8,0.1700000018,21,25,25,15,33,42,43,35,30,14,,1231706,10,-149.3525898,60.35763118
4471,Primrose,2005,77,48,10,6,6,17,9,33,0.6899999976,8,0.1700000018,17,31,25,16,33,41,41,39,28,20,,1342221,11,-149.3525898,60.35763118
4472,Primrose,2006,78,48,9,5,7,17,10,31,0.6499999762,7,0.150000006,21,27,23,18,32,47,45,37,29,15,,1442735,8,-149.3525898,60.35763118
4473,Primrose,2007,74,47,8,5,6,16,12,33,0.6999999881,6,0.1299999952,21,26,25,21,33,42,43,41,29,18,,2113838,10,-149.3525898,60.35763118
4474,Primrose,2008,76,44,5,6,8,12,13,28,0.6399999857,6,0.1400000006,20,24,26,22,33,42,41,35,26,10,,1663307,8,-149.3525898,60.35763118
4475,Primrose,2009,70,41,8,4,5,13,11,24,0.5899999738,7,0.1700000018,19,22,24,18,29,37,35,36,26,16,,1508228,10,-149.3525898,60.35763118
4476,Primrose,2010,74,42,3,4,6,18,11,23,0.5500000119,7,0.1700000018,18,24,23,19,35,42,39,40,32,9,,1580026,13,-149.3525898,60.35763118
4477,Primrose,2011,79,48,5,7,7,14,15,28,0.5799999833,9,0.1899999976,21,27,25,22,35,45,43,41,32,11,,1726610,17,-149.3525898,60.35763118
4478,Primrose,2012,78,47,4,8,8,14,13,28,0.6000000238,10,0.2099999934,18,29,25,22,35,43,41,38,30,0,,1572987,13,-149.3525898,60.35763118
4479,Primrose,2013,73,38,6,4,4,13,11,23,0.6100000143,7,0.1800000072,18,20,23,20,29,34,32,34,24,10,,1278374,11,-149.3525898,60.35763118
4480,Primrose,2014,72,36,4,3,0,14,15,24,0.6700000167,5,0.1400000006,18,18,24,21,32,36,32,28,26,10,,1649628,8,-149.3525898,60.35763118
4481,Primrose,2015,65,34,7,4,2,9,12,21,0.6200000048,6,0.1800000072,18,16,23,20,26,28,31,29,23,10,,1240992,8,-149.3525898,60.35763118
4482,Prince of Wales - Hyder Census Area,2001,4734,2933,863,390,587,862,231,1947,0.6600000262,80,0.02999999933,1344,1589,1069,657,2123,2455,2435,2220,1597,1338,,56331905,1127,-132.8757,55.4157
4483,Prince of Wales - Hyder Census Area,2002,4651,2862,822,358,582,875,225,1716,0.6000000238,77,0.02999999933,1293,1569,1075,694,2014,2369,2418,2274,1586,1348,,55649517,1074,-132.8757,55.4157
4484,Prince of Wales - Hyder Census Area,2003,4602,2881,771,363,568,915,265,1742,0.6000000238,74,0.02999999933,1327,1554,1114,743,2127,2480,2432,2257,1670,1215,,59894419,1027,-132.8757,55.4157
4485,Prince of Wales - Hyder Census Area,2004,4617,2857,772,358,542,924,261,1673,0.5899999738,88,0.02999999933,1321,1536,1133,774,2075,2368,2425,2238,1606,1251,,60293843,998,-132.8757,55.4157
4486,Prince of Wales - Hyder Census Area,2005,4573,2813,755,351,528,888,291,1690,0.6000000238,92,0.02999999933,1290,1523,1154,801,2074,2370,2360,2190,1620,1165,,60576346,835,-132.8757,55.4157
4487,Prince of Wales - Hyder Census Area,2006,4551,2693,683,324,523,857,306,1551,0.5799999833,109,0.03999999911,1266,1427,1137,800,2031,2258,2271,2123,1603,1152,,61250598,853,-132.8757,55.4157
4488,Prince of Wales - Hyder Census Area,2007,4462,2607,669,296,477,809,356,1483,0.5699999928,102,0.03999999911,1236,1371,1142,809,1939,2204,2172,2096,1555,1080,,62116164,786,-132.8757,55.4157
4489,Prince of Wales - Hyder Census Area,2008,4495,2663,659,346,447,849,362,1504,0.5600000024,105,0.03999999911,1280,1383,1188,848,1920,2215,2261,2110,1531,1082,,63833921,793,-132.8757,55.4157
4490,Prince of Wales - Hyder Census Area,2009,4538,2651,642,313,435,873,388,1480,0.5600000024,103,0.03999999911,1268,1383,1205,882,1942,2198,2210,2137,1574,1017,,66578992,898,-132.8757,55.4157
4491,Prince of Wales - Hyder Census Area,2010,4540,2656,587,305,474,883,407,1479,0.5600000024,97,0.03999999911,1260,1396,1205,894,2005,2296,2227,2137,1629,951,,69571178,932,-132.8757,55.4157
4492,Prince of Wales - Hyder Census Area,2011,4692,2716,617,324,462,902,411,1578,0.5799999833,93,0.02999999933,1288,1428,1235,932,2026,2322,2323,2186,1649,1017,,71094966,992,-132.8757,55.4157
4493,Prince of Wales - Hyder Census Area,2012,4686,2730,628,323,423,895,461,1552,0.5699999928,96,0.03999999911,1293,1437,1269,944,2003,2319,2315,2233,1658,0,,73935102,883,-132.8757,55.4157
4494,Prince of Wales - Hyder Census Area,2013,4638,2702,593,300,415,872,522,1540,0.5699999928,92,0.02999999933,1266,1436,1271,973,2085,2274,2300,2210,1691,953,,77735804,809,-132.8757,55.4157
4495,Prince of Wales - Hyder Census Area,2014,4682,2771,661,312,440,852,506,1584,0.5699999928,93,0.02999999933,1307,1464,1285,989,2038,2317,2283,2223,1623,1044,,77104473,754,-132.8757,55.4157
4496,Prince of Wales - Hyder Census Area,2015,4701,2625,516,292,421,890,506,1489,0.5699999928,86,0.02999999933,1246,1379,1227,937,2016,2254,2226,2193,1653,871,,77681189,574,-132.8757,55.4157
4497,Prudhoe Bay,2001,30,26,2,0,1,12,11,25,0.9599999785,0,0,4,22,14,8,24,24,23,23,20,6,,1295463,1,-148.3372,70.2553
4498,Prudhoe Bay,2002,37,31,1,1,1,12,16,30,0.9700000286,0,0,7,24,19,12,30,30,27,27,25,4,,1612949,4,-148.3372,70.2553
4499,Prudhoe Bay,2003,24,18,2,0,2,5,9,18,1,0,0,4,14,13,8,16,17,18,16,15,2,,936618,1,-148.3372,70.2553
4500,Prudhoe Bay,2004,21,19,1,2,3,6,7,19,1,0,0,5,14,14,9,16,18,17,14,12,8,,882893,4,-148.3372,70.2553
4501,Prudhoe Bay,2005,14,11,0,0,1,3,7,11,1,0,0,3,8,11,11,11,11,10,10,10,4,,692868,0,-148.3372,70.2553
4502,Prudhoe Bay,2006,15,13,0,0,0,5,8,13,1,0,0,3,10,10,9,13,12,12,11,11,2,,841369,0,-148.3372,70.2553
4503,Prudhoe Bay,2007,18,15,0,0,0,3,12,15,1,0,0,3,12,9,7,15,15,15,15,15,2,,1094253,0,-148.3372,70.2553
4504,Prudhoe Bay,2008,22,20,0,0,1,6,13,20,1,0,0,3,17,14,11,20,20,19,19,18,2,,1483547,2,-148.3372,70.2553
4505,Prudhoe Bay,2009,21,19,1,1,1,6,10,19,1,0,0,3,16,14,12,19,17,16,15,14,2,,1121406,3,-148.3372,70.2553
4506,Prudhoe Bay,2010,14,12,0,0,1,4,7,12,1,0,0,3,9,10,9,12,12,11,11,11,2,,684807,3,-148.3372,70.2553
4507,Prudhoe Bay,2011,11,8,0,0,0,2,6,8,1,0,0,1,7,8,8,8,8,8,8,8,0,,667502,4,-148.3372,70.2553
4508,Prudhoe Bay,2012,12,10,0,0,0,1,9,10,1,0,0,1,9,8,7,10,10,10,9,9,0,,733843,1,-148.3372,70.2553
4509,Prudhoe Bay,2013,10,8,0,0,0,1,7,8,1,0,0,0,8,5,5,8,8,8,7,7,0,,632952,0,-148.3372,70.2553
4510,Prudhoe Bay,2014,11,10,0,0,0,2,8,10,1,0,0,2,8,7,7,10,10,8,8,8,3,,854647,0,-148.3372,70.2553
4511,Prudhoe Bay,2015,16,15,1,1,1,3,9,15,1,0,0,4,11,10,10,14,13,15,14,13,3,,1048438,1,-148.3372,70.2553
